Código,Producto,P. Costo,P. Venta,P. Mayoreo,Existencia,Inv. Mínimo,Inv. Máximo,Departamento
9.01E+12,TORNILLO C/COCHE GALV 1/4 X 4 CN,$1.33,$4.00,$3.50,250,10,50,TORNILLOS
9.01E+12,TORNILLO C/COCHE GALV 5/16 X 1-1/2 CN,$0.85,$2.50,$2.00,500,10,100,TORNILLOS
9.01E+12,TORNILLO C/COCHE GALV 5/16 X 2 CN,$1.17,$3.50,$3.20,123,10,25,TORNILLOS
9.01E+12,TORNILLO C/COCHE GALV 5/16 X 2-1/2 CN,$1.46,$4.50,$4.20,123,10,25,TORNILLOS
9.01E+12,TORNILLO C/COCHE GALV 5/16 X 3 CN,$1.68,$5.00,$4.50,125,10,25,TORNILLOS
9.00E+11,TORNILLO C/HEXA G-5 1/2 X 1 UNC CN 327000210,$2.41,$6.00,$5.50,300,100,300,TORNILLOS
9.01E+12,TORNILLO C/HEXA G-5 1/2 X 1-1/2 UNC CN 627000220,$2.47,$5.50,$5.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO C/HEXA G-5 1/4 X 1 UNC CN 627000010,$0.40,$1.00,$0.80,290,100,300,TORNILLOS
9.01E+12,TORNILLO C/HEXA G-5 3/8 X 1 UNC CN 627000110,$0.85,$2.50,$2.00,300,100,300,TORNILLOS
9.00E+11,TORNILLO C/HEXA G-5 3/8 X 2-1/2 UNC CN 327000135,$1.85,$4.00,$3.80,300,100,300,TORNILLOS
9.00E+11,TORNILLO C/HEXA G-5 7/16 X 1-1/2 UNC CN 327000170,$1.73,$4.00,$3.50,300,100,300,TORNILLOS
9.01E+12,TORNILLO C/HEXA G-5 UNF 1/2 X 1 CN 627060215,$2.41,$4.00,$3.50,300,100,300,TORNILLOS
9.01E+12,TORNILLO C/HEXA G-5 UNF 1/4 X 1 CN 627060010,$0.43,$1.00,$0.80,200,100,300,TORNILLOS
9.01E+12,TORNILLO C/HEXA G-5 UNF 3/8 X 1 CN 627060115,$1.03,$2.50,$2.00,300,100,300,TORNILLOS
9.00E+11,TORNILLO C/HEXA G-5 UNF 5/16 X 1 CN 327060065,$0.70,$2.00,$1.80,300,100,300,TORNILLOS
9.00E+11,TORNILLO C/HEXA G-5 UNF 7/16 X 1 CN 327060165,$1.47,$3.50,$3.00,300,100,300,TORNILLOS
9.00E+11,TORNILLO C/HEXA G-5 UNF 7/16 X 1-1/2 CN 327060175,$1.94,$4.50,$4.00,300,100,300,TORNILLOS
9.00E+11,TORNILLO C/HEXA G5 FINA DE 5/16 X 3 CN 127060095,$1.77,$3.00,$2.50,100,50,100,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO 5 CDA/ FINA 1/2 X 2 CN 627060235,$3.95,$7.00,$6.50,60,5,20,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO 5 CDA/FINA 1/2 X 4-1/2 CN 627060260,$7.75,$12.00,$10.00,15,2,10,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO 5 CDA/FINA 3/8 X 1-1/2 CN 627060125,$1.54,$3.00,$2.50,150,50,50,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO 5 CDA/FINA 3/8 X 3 CN 627060145,$2.84,$7.00,$6.50,75,5,50,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO-5 1/4 X 1-1/2 UNC CN 627000020,$0.60,$2.00,$1.00,300,100,200,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO-5 CDA/FINA 1/2 X 3-1/2 CN 627060250,$6.23,$11.00,$10.00,15,2,10,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO-5 CDA/FINA 3/8 X 2 CN 627060135,$1.98,$3.50,$3.00,150,10,50,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO-5 CDA/FINA 3/8 X 4 CN 627060155,$3.69,$7.00,$6.50,75,5,25,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO-5 CDA/FINA 5/16 X 4 CN 627060105,$2.56,$4.50,$4.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO-5 CDA/FINA 7/16 X 2 CN 627060185,$2.74,$5.00,$4.50,75,5,25,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO-5 CDA/FINA 7/16 X 2-1/2 CN 627060190,$3.32,$6.50,$6.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO C/HEXA GDO-5 CDA/FINA 7/16 X 3-1/2 6270600200,$4.49,$8.50,$8.00,40,2,10,TORNILLOS
9.01E+12,TORNILLO C/HEXA GRADO 5 CDA/FINA 1/2 X 2-1/2 S/T CN 627060240,$4.70,$9.00,$7.00,15,2,10,TORNILLOS
9.01E+12,TORNILLO C/HEXA GRADO 5 CDA/FINA 1/2 X 3 CN 627060245,$5.47,$10.00,$9.00,15,2,10,TORNILLOS
1.01E+19,TORNILLO DE ACOPLAR PARA WC TA,$10.20,$14.00,$11.00,0,2,5,PLOMERIA
TORN14X312,TORNILLO DE GOTA RANURADA GALVANIZADO 1/4 X 3-1/2 FIDE,$1.86,$4.00,$3.00,50,10,100,TORNILLOS
9.01E+12,TORNILLO HEXA G5 1/2 X 2 UNC CN 627000230,$3.42,$5.00,$4.50,30,2,10,TORNILLOS
9.01E+12,TORNILLO HEXA G5 1/2 X 2-1/2 UNC CN 627000235,$4.08,$7.00,$6.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO HEXA G5 1/2 X 3 UNC CN 627000240,$4.76,$7.00,$6.50,30,2,10,TORNILLOS
9.01E+12,TORNILLO HEXA G5 1/2 X 3-1/2 UNC CN 627000245,$5.36,$8.00,$7.00,15,2,5,TORNILLOS
9.01E+12,TORNILLO HEXA G5 1/2 X 4-1/2 UNC CN 627000252,$6.77,$10.00,$9.00,15,2,5,TORNILLOS
9.01E+12,TORNILLO HEXA G5 1/4 X 2 CN 627000030,$0.77,$3.00,$2.50,300,100,200,TORNILLOS
9.01E+12,TORNILLO HEXA G5 1/4 X 2-1/2 CN 627000035,$0.96,$3.00,$2.50,149,10,50,TORNILLOS
9.01E+12,TORNILLO HEXA G5 1/4 X 3 CN 627000040,$1.14,$3.50,$3.00,150,10,50,TORNILLOS
9.01E+12,TORNILLO HEXA G5 3/8 X 1-1/2 CN 627000120,$1.31,$4.00,$3.00,150,10,50,TORNILLOS
9.01E+12,TORNILLO HEXA G5 3/8 X 2 CN 627000130,$1.68,$5.00,$4.00,150,10,50,TORNILLOS
9.01E+12,TORNILLO HEXA G5 3/8 X 3 CN 627000140,$2.43,$10.00,$8.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO HEXA G5 3/8 X 4-1/2 16H CN 627001205,$4.59,$10.00,$8.00,30,2,10,TORNILLOS
9.01E+11,TORNILLO HEXA G5 3/8 X 5-1/2 16H CN 627001215,$6.69,$15.00,$14.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO HEXA G5 5/16 X 1-1/2 CN 627000070,$1.02,$2.50,$2.00,300,10,100,TORNILLOS
9.01E+12,TORNILLO HEXA G5 5/16 X 2 CN 627000080,$1.26,$6.00,$5.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO HEXA G5 5/16 X 2-1/2 CN 627000085,$1.55,$5.00,$4.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO HEXA G5 5/16 X 3 CN 627000090,$1.85,$8.00,$7.00,75,5,25,TORNILLOS
9.00E+11,TORNILLO HEXA G5 5/16 X 4-1/2 18H CN 127001105,$4.35,$12.00,$10.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO HEXA G5 7/16 X 1-3/4 CN 627000175,$2.10,$5.00,$4.00,75,5,25,TORNILLOS
9.00E+11,TORNILLO HEXA G5 7/16 X 2 CN 127000180,$2.74,$11.00,$10.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO HEXA G5 7/16 X 2-1/2 CN 627000185,$2.97,$12.00,$10.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO HEXA G5 7/16 X 3-1/2 UNC CN 627000195,$3.92,$6.00,$5.00,30,2,10,TORNILLOS
9.00E+11,TORNILLO HEXA G5 UNC 7/16 X 6 14H CN 127001320,$9.90,$15.00,$14.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO HEXA G5 UNF 1/4 X 1-1/2 CN 627060020,$0.67,$1.50,$1.00,109,10,100,TORNILLOS
9.01E+12,TORNILLO HEXA G5 UNF 1/4 X 2 CN 627060030,$0.86,$2.00,$1.50,297,10,100,TORNILLOS
9.01E+12,TORNILLO HEXA G5 UNF 1/4 X 2-1/2 CN 627060035,$1.05,$2.00,$1.50,150,10,50,TORNILLOS
9.00E+11,TORNILLO HEXA G5 UNF 1/4 X 4 CN 127060050,$2.61,$5.00,$4.00,150,10,50,TORNILLOS
9.01E+12,TORNILLO HEXA G5 UNF 5/16 X 1-1/2 CN 627060075,$1.08,$2.00,$1.50,300,10,100,TORNILLOS
9.01E+12,TORNILLO HEXA G5 UNF 5/16 X 2 CN 627060085,$1.37,$2.50,$2.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO HEXA G5 UNF 5/16 X 2-1/2 CN 627060090,$1.72,$3.00,$2.50,73,5,25,TORNILLOS
9.01E+12,TORNILLO HEXA G5 UNF 5/16 X 3 CN 627060095,$1.97,$3.00,$2.80,25,5,25,TORNILLOS
9.00E+11,TORNILLO MAQ 1/2 X 1 CC CN 327030166,$1.66,$4.00,$3.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 1/2 X 1 CC CN 627030166,$1.66,$4.00,$3.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 1/2 X 1-1/2 CC CN 627030128,$2.09,$5.00,$4.00,600,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 1/2 X 2 C/C CN 627030170,$2.88,$6.50,$6.00,60,2,20,TORNILLOS
9.01E+12,TORNILLO MAQ 1/2 X 2-1/2 C/C CN 627030175,$3.43,$8.00,$7.50,30,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ 1/2 X 3 C/C CN 627030180,$3.99,$8.50,$8.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ 1/2 X 3-1/2 C/C CN 627030185,$4.54,$12.00,$10.00,15,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ 1/2 X 4 C/C CN 627030190,$5.10,$12.00,$10.00,15,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ 1/4 X 1 CC CN 627030004,$0.31,$1.00,$0.70,599,100,300,TORNILLOS
9.00E+11,TORNILLO MAQ 1/4 X 1-1/2 CC CN 327030010,$0.44,$1.00,$1.80,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 1/4 X 1/2 C/C CN 627030000,$0.42,$1.00,$0.50,300,10,100,TORNILLOS
9.01E+12,TORNILLO MAQ 1/4 X 2 C/C CN 627030020,$0.63,$1.50,$1.00,285,10,100,TORNILLOS
9.01E+12,TORNILLO MAQ 1/4 X 2-1/2 CN 627030025,$0.78,$1.50,$1.00,100,10,50,TORNILLOS
9.01E+12,TORNILLO MAQ 1/4 X 3 C/C CN 627030030,$1.36,$2.00,$1.50,100,10,50,TORNILLOS
9.00E+11,TORNILLO MAQ 1/4 X 3-1/2 CC CN 327030035,$1.48,$3.50,$2.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 1/4 X 4 C/C CN 627030040,$1.95,$3.00,$2.50,100,10,50,TORNILLOS
9.01E+12,TORNILLO MAQ 3/8 X 1 CC CN 627030088,$0.75,$2.00,$1.60,600,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 3/8 X 1-1/2 C/C CN 627030090,$1.13,$3.00,$2.00,250,10,50,TORNILLOS
9.01E+12,TORNILLO MAQ 3/8 X 2 C/C CN 627030100,$1.44,$3.00,$2.50,150,10,50,TORNILLOS
9.00E+11,TORNILLO MAQ 3/8 X 2-1/2 CC CN 327030105,$1.58,$4.00,$3.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 3/8 X 3 C/C CN 627030110,$2.07,$5.00,$4.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ 3/8 X 3-1/2 CC CN 627030115,$2.14,$5.00,$4.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 3/8 X 4 C/C CN 627030120,$2.69,$5.50,$4.50,75,5,25,TORNILLOS
9.00E+11,TORNILLO MAQ 5/16 X 1 CC CN 327030047,$0.48,$1.50,$1.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 5/16 X 1 CC CN 627030047,$0.48,$1.00,$0.80,298,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 5/16 X 1-1/2 C/C CN 627030050,$0.77,$2.00,$1.50,295,10,100,TORNILLOS
9.01E+12,TORNILLO MAQ 5/16 X 2 C/C CN 627030060,$1.00,$2.00,$1.50,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ 5/16 X 2-1/2 C/C CN 627030065,$1.23,$2.50,$2.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ 5/16 X 3 C/C CN 627030070,$1.44,$3.00,$2.50,75,5,25,TORNILLOS
9.00E+11,TORNILLO MAQ 5/16 X 3-1/2 CC CN 327030075,$1.50,$4.00,$3.00,300,300,300,TORNILLOS
9.01E+12,TORNILLO MAQ 5/16 X 4 C/C CN 627030080,$1.90,$4.00,$3.50,75,5,25,TORNILLOS
9.00E+11,TORNILLO MAQ 7/16 X 1 CC CN 327030132,$1.07,$3.00,$2.50,300,100,300,TORNILLOS
9.00E+11,TORNILLO MAQ 7/16 X 1-1/2 CC CN 327030136,$1.37,$3.00,$2.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 7/16 X 1-1/2 CC CN 627030136,$1.37,$2.50,$2.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ 7/16 X 2 C/C CN 627030145,$1.95,$5.00,$4.50,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ 7/16 X 2-1/2 C/C CN 627030150,$2.36,$5.50,$5.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ 7/16 X 3-1/2 C/C CN 627030157,$3.23,$10.00,$8.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ 7/16 X 4 C/C CN 627030159,$3.65,$10.00,$8.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ C/HEXA 1/2 X 2 UNC CN 627020230,$2.88,$6.50,$6.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ C/HEXA 1/2 X 2-1/2 CN 627020235,$3.43,$8.00,$7.50,30,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ C/HEXA 1/2 X 3-1/2 UNC CN 627020245,$4.54,$9.50,$9.00,15,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ C/HEXA 1/2 X 3UNC CN 627020240,$3.99,$8.50,$8.00,30,2,10,TORNILLOS
9.01E+12,TORNILLO MAQ C/HEXA 1/2 X 4-1/2 UNC CN 627020251,$5.60,$12.00,$10.00,15,2,10,TORNILLOS
9.00E+11,TORNILLO MAQ C/HEXA 3/8 X 2-1/2 S/T CN 327010735,$1.58,$4.00,$3.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ C/HEXA 7/16 X 2-1/2 UNC CN 627020185,$2.36,$5.50,$5.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ C/HEXA 7/16 X 3-1/2 UNC CN 627020195,$3.23,$7.00,$6.50,30,2,10,TORNILLOS
9.00E+11,TORNILLO MAQ C/HEXA DE 1/4 X 4 1/2 UNC CN 127010051,$1.90,$3.00,$2.50,150,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ CC 5/16 X 1-1/2 UNC CN 626011050,$0.78,$2.50,$2.00,298,100,300,TORNILLOS
9.00E+11,TORNILLO MAQ CC 7/16 X 1 CN 127030132,$1.07,$2.00,$1.50,300,100,300,TORNILLOS
9.00E+11,TORNILLO MAQ CC 7/16 X 3 UNC CN 127030155,$2.51,$6.00,$5.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 1/2 X 1 UNC CN 626011153,$1.72,$4.00,$3.50,260,100,260,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 1/2 X 1-1/2 UNC CN 626011160,$2.18,$3.50,$3.00,260,100,260,TORNILLOS
9.00E+11,TORNILLO MAQ GALV CC 1/2 X 2 CN 326011170,$2.72,$6.00,$5.00,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 1/2 X 3/4 UNC CN 626011151,$1.52,$3.00,$2.00,260,100,100,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 1/4 X 1-1/2 UNC CN 626011010,$0.48,$1.50,$1.00,241,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 1/4 X 1/2 UNC CN 626011000,$0.42,$1.00,$0.80,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 1/4 X 2 UNC CN 626011020,$0.62,$2.00,$1.50,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 1/4 X 3/4 UNC CN 626011003,$0.28,$1.00,$0.80,294,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 3/16 X 1 CN 626010710,$0.83,$2.00,$1.50,300,100,300,TORNILLOS
9.00E+12,TORNILLO MAQ GALV CC 3/16 X 1-1/2 CN 326010720,$0.95,$2.00,$1.50,246,100,250,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 3/16 X 1/2 CN 626010700,$0.33,$1.00,$0.70,294,100,300,TORNILLOS
9.00E+11,TORNILLO MAQ GALV CC 3/16 X 2 CN 326010725,$0.92,$2.00,$1.50,250,100,250,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 3/8 X 1 UNC CN 626011083,$0.84,$2.50,$2.00,250,100,250,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 3/8 X 1-1/2 CN 626011090,$1.04,$3.00,$2.00,250,100,250,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 3/8 X 2 UNC CN 626011100,$1.34,$3.00,$2.00,250,100,250,TORNILLOS
9.00E+11,TORNILLO MAQ GALV CC 3/8 X 3/4 CN 326011082,$0.66,$2.00,$1.50,250,100,250,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 5/16 X 1 UNC CN 626011044,$0.56,$2.00,$1.50,297,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 5/16 X 1/2 UNC CN 626011041,$0.70,$2.00,$1.50,300,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 5/16 X 2 UNC CN 626011060,$1.02,$3.00,$2.50,295,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 5/16 X 3/4 UNC CN 626011043,$0.50,$2.00,$1.50,298,100,300,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 7/16 X 1 UNC CN 626011123,$1.10,$3.00,$2.00,250,100,250,TORNILLOS
9.01E+12,TORNILLO MAQ GALV CC 7/16 X 1-1/2 CN 626011127,$1.47,$3.00,$2.00,250,100,250,TORNILLOS
9.00E+11,TORNILLO MAQ GALV CC 7/16 X 2 CN 126011131,$1.99,$4.00,$3.00,250,100,250,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 1/4 X 1-1/2 CN 627010020,$0.49,$2.00,$1.50,300,100,100,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 1/4 X 2 CN 627010030,$0.63,$2.50,$2.00,300,100,200,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 1/4 X 2-1/2 CN 627010035,$0.78,$2.50,$2.00,200,5,50,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 1/4 X 3 CN 627010040,$0.95,$2.50,$2.00,200,5,50,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 1/4 X 4-1/2 CN 627010051,$2.18,$6.00,$5.50,50,5,50,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 3/8 X 1-1/2 CN 627010120,$1.13,$4.00,$3.50,50,10,50,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 3/8 X 2 CN 627010130,$1.44,$3.00,$2.50,150,5,50,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 3/8 X 3 CN 627010140,$2.07,$4.50,$4.00,75,5,25,TORNILLOS
9.01E+11,TORNILLO MAQ HEXA 3/8 X 4-1/2 CN 627010152,$4.68,$12.00,$10.00,75,5,25,TORNILLOS
9.00E+11,TORNILLO MAQ HEXA 3/8 X 5-1/2 CN 127010156,$5.34,$15.00,$14.00,200,10,100,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 5/16 X 1-1/2 CN 627010070,$0.77,$3.00,$2.50,300,100,200,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 5/16 X 2 CN 627010080,$1.00,$2.00,$1.50,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 5/16 X 2-1/2 CN 627010085,$1.23,$2.50,$2.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 5/16 X 3 CN 627010090,$1.44,$3.00,$2.50,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 5/16 X 4-1/2 CN 627010104,$3.33,$12.00,$10.00,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 7/16 X 1-3/4 CN 627020175,$1.74,$4.00,$3.50,75,5,25,TORNILLOS
9.01E+12,TORNILLO MAQ HEXA 7/16 X 2 CN 627020180,$1.95,$4.00,$3.50,75,5,25,TORNILLOS
TA,TORNILLO P/ACOPLAR WC 2PZA CN,$5.88,$16.00,$14.00,42,1,3,PLOMERIA
6.33E+11,TORNILLO P/MADERA 6 X 1 1/4 NEGRO VEKER H79,$0.14,$1.00,$0.45,300,200,500,TORNILLOS
6.33E+11,TORNILLO P/MADERA 8 X 1 1/4 NEGRO VEKER H79,$0.14,$1.00,$0.45,300,200,500,TORNILLOS
939,TORNILLO PARA MADERA C/PLANA PHILIPS #6X5/8 CYL,$0.09,$0.50,$0.35,992,10,1000,PINTURAS
7.11E+11,TORNILLOS LARGOS DE LATÓN TANQUE/TAZA (2 PZA) COFLEX P-B2046,$93.00,$122.00,$120.00,1,2,2,PLOMERIA
9.01E+12,TORNILO C/HEXA G-5 1/2 X 1-1/2 UNC CN 627000220,$2.87,$7.00,$6.00,300,100,300,TORNILLOS
7.50E+12,TRAMPA C/PEGAMENTO P/RATA CYL 1812114,$43.07,$56.00,$53.00,11,4,12,ADHESIVOS
7.50E+12,TRAMPA C/PEGAMENTO P/RATON CYL 1812115,$19.99,$26.00,$25.00,5,4,12,ADHESIVOS
45044,TUBO 1 CPVC HIDRA RD13.5 X 1MTS FOSET 45044,$28.33,$38.00,$37.00,45,9,18,PLOMERIA
43040,TUBO 1 PVC HIDRA C.40 X 1MTS FOSET 43040,$25.00,$34.00,$33.00,30,9,18,PLOMERIA
45521,TUBO 1-1/2 PVC HIDRA C.40 X 1MTS FOSET 45521,$39.67,$53.00,$52.00,30,9,18,PLOMERIA
45520,TUBO 1-1/4 PVC HIDRA C.40 X 1MTS FOSET 45520,$35.00,$47.00,$46.00,30,9,18,PLOMERIA
43038,TUBO 1/2 PVC HIDRA C.40 X 1MTS FOSET 43038,$12.00,$17.00,$16.00,59.8,9,30,PLOMERIA
40081,TUBO 1/2 PVC HIDRA RD21 X 1MTS FOSET 40081,$6.00,$9.00,$8.00,3,9,18,PLOMERIA
45522,TUBO 2 PVC HIDRA C.40 X 1MTS FOSET 45522,$55.00,$73.00,$72.00,30,9,18,PLOMERIA
43039,TUBO 3/4 PVC HIDRA C.40 X 1MTS FOSET 43039,$17.33,$24.00,$23.00,59,9,30,PLOMERIA
40082,TUBO 3/4 PVC HIDRA RD26 X 1MTS FOSET 40082,$8.67,$12.00,$11.50,24,9,18,PLOMERIA
151,TUBO CONDUIT P/D 1/2 1.5M,$19.50,$30.00,$28.00,3,5,5,ELECTRICIDAD
152,TUBO CONDUIT P/D 1/2 3M NACIONAL EDISON,$45.00,$73.00,$70.00,5,5,5,ELECTRICIDAD
153,TUBO CONDUIT P/D 3/4 3M NACIONAL EDISON,$60.00,$90.00,$85.00,5,5,5,ELECTRICIDAD
TUBI,TUBO CPVC 1/2 X 1 MTS PLO 4755,$9.36,$13.00,$12.00,56.8,30,60,PLOMERIA
342,TUBO CPVC METAUX/CLI 3/4 X 1MTS PLOMECSA,$16.68,$25.00,$22.00,48,24,60,PLOMERIA
T1,TUBO FLEXIBLE SAPA 1 1/4 X 1MTS NACION EDISON,$26.50,$45.00,$40.00,40,20,45,ELECTRICIDAD
597,TUBO FLEXIBLE SAPA 3/4 X 1MTS ED,$15.00,$23.00,$21.00,33,10,50,ELECTRICIDAD
596,TUBO FLEXIBLER SAPA 1/2 X 1MTS ED,$10.50,$16.00,$14.00,35,10,50,ELECTRICIDAD
TUBON-1,TUBO IUSA COBRE TIPO N 1 X 1MTS PLOMECSA 216969,$170.51,$225.00,$220.00,6,2,6,PLOMERIA
T-01,TUBO IUSA COBRE TIPO N 1/2 X 1MTS PLO 2243,$62.26,$84.00,$81.00,78,12,60,PLOMERIA
TUBON,TUBO IUSA COBRE TIPO N 3/4 X 1MTS PLOMECSA 216968,$109.06,$142.00,$135.00,53,12,30,PLOMERIA
7.50E+12,TUBO LED 22W 6500K TIANLAI EDISON,$15.00,$25.00,$22.00,10,8,15,ELECTRICIDAD
4.90E+12,TUBO LED ALUMINIO 30W 6500K MEGA LUZ EDISON,$71.00,$100.00,$95.00,1,3,10,ELECTRICIDAD
7.51E+12,TUBO LED PLAST 36W 6500K PIN MARK EDISON,$23.32,$35.00,$30.00,10,5,10,ELECTRICIDAD
8.44E+12,TUBO LED PLASTICO 20W TRICOLOR BANDERA ED,$18.92,$35.00,$30.00,10,3,10,ELECTRICIDAD
7.50E+12,TUBO LED T8 CRISTAL 11W TRANSPARENTE ADI 2650 ED,$29.42,$45.00,$43.00,10,3,10,ELECTRICIDAD
TELI114,TUBO LICUATITE 1-1/4 1MTS NACIONAL ED TELI114,$43.01,$65.00,$60.00,30,10,30,ELECTRICIDAD
TL1,TUBO LICUATITE 1/2 X 1MTS NACIONAL EDISON,$18.13,$26.00,$23.00,50,20,75,ELECTRICIDAD
TL3,TUBO LICUATITE 3/4 X 1MTS EDISON,$24.84,$35.00,$32.00,50,20,75,ELECTRICIDAD
154,TUBO MUFA ESPECIAL 1 1/4,$126.50,$200.00,$0.00,7.5,5,10,ELECTRICIDAD
155,TUBO MUFA ESPECIAL 1 1/4 1.5M,$65.00,$100.00,$0.00,1,5,5,ELECTRICIDAD
156,TUBO MUFA P/G 1 1/4 3M NACIONAL,$154.00,$250.00,$0.00,3,3,3,ELECTRICIDAD
390,TUBO NACOBRE 1 X 1MTS PLO 2253,$238.04,$312.00,$309.00,6,12,60,PLOMERIA
388,TUBO NACOBRE 1/2 X 1MTS PLO 2251,$99.79,$132.00,$130.00,60,12,60,PLOMERIA
389,TUBO NACOBRE 3/4 X 1MTS PLO 2252,$166.16,$218.00,$216.00,35.5,12,60,PLOMERIA
392,TUBO NACOBRE PARA GAS 1/2 X 1MTS PLO 2249,$143.46,$190.00,$186.00,24,12,60,PLOMERIA
M4L,TUBO P/CONTRACANASTA 20CM GRIFE M4L,$8.50,$12.00,$10.00,3,2,4,PLOMERIA
M4,TUBO P/CONTRACANASTA GRIFE M4,$14.20,$19.00,$17.00,5,2,5,PLOMERIA
TUBO-PPR12,TUBO PPR 1/2 X 1MTS PLOMECSA 223798,$11.38,$16.00,$14.50,84,30,100,PLOMERIA
TUBO-PPR34,TUBO PPR 3/4 X 1MTS IUSAPLUS PLOMECSA 223799,$18.29,$25.00,$24.00,55.9,20,80,PLOMERIA
